"","title","date","author","year","day","month","month.num","date.comb","date.format"
"11134","Mapping drug war related homicides in 2010","November 9, 2010","Diego Valle-Jones",2010,9,"November",11,"2010-11-9",2010-11-09
"11136","The ARORA guessing game","November 9, 2010","Pat",2010,9,"November",11,"2010-11-9",2010-11-09
"11137","Computational position in Texas","November 8, 2010","xi'an",2010,8,"November",11,"2010-11-8",2010-11-08
"11138","Using R and Hadoop to analyze VOIP data","November 8, 2010","David Smith",2010,8,"November",11,"2010-11-8",2010-11-08
"11139","The Dataists answer your questions","November 8, 2010","David Smith",2010,8,"November",11,"2010-11-8",2010-11-08
"11140","Example 8.13: Bike ride plot, part 2","November 8, 2010","Ken Kleinman",2010,8,"November",11,"2010-11-8",2010-11-08
"11141","The NYC Marathon","November 8, 2010","John Myles White",2010,8,"November",11,"2010-11-8",2010-11-08
"11142","R Beginner’s Guide Book Update: Statistical Analysis with R Released","November 8, 2010","John Quick",2010,8,"November",11,"2010-11-8",2010-11-08
"11144","A R wrapper for Google Prediction API","November 8, 2010","Paolo Sonego",2010,8,"November",11,"2010-11-8",2010-11-08
"11146","Le Monde puzzle [43]","November 7, 2010","xi'an",2010,7,"November",11,"2010-11-7",2010-11-07
"11147","Wetbulb Temperature","November 7, 2010","Steven Mosher",2010,7,"November",11,"2010-11-7",2010-11-07
"11148","Updating meteorological forecasts, part 1","November 7, 2010","arthur charpentier",2010,7,"November",11,"2010-11-7",2010-11-07
"11149","R is a cool image editor!","November 7, 2010","Todos Logos",2010,7,"November",11,"2010-11-7",2010-11-07
"11151","Installing R packages","November 6, 2010","csgillespie",2010,6,"November",11,"2010-11-6",2010-11-06
"11152","Livin’ la Vida Poisson","November 5, 2010","Matt Asher",2010,5,"November",11,"2010-11-5",2010-11-05
"11153","The bms Function Explained","November 5, 2010","BMS Add-ons » BMS Add-ons",2010,5,"November",11,"2010-11-5",2010-11-05
"11154","Because it’s Friday: Epidemiology in 1632","November 5, 2010","David Smith",2010,5,"November",11,"2010-11-5",2010-11-05
"11155","ACM Data Mining Camp 3","November 5, 2010","David Smith",2010,5,"November",11,"2010-11-5",2010-11-05
"11156","2010 On Track to Being 2nd Warmest Year Since 1880","November 5, 2010","Kelly",2010,5,"November",11,"2010-11-5",2010-11-05
"11157","Pretty R code in the blog","November 5, 2010","arthur charpentier",2010,5,"November",11,"2010-11-5",2010-11-05
"11158","New England R Users Group Meeting","November 5, 2010","Josh Paulson",2010,5,"November",11,"2010-11-5",2010-11-05
"11159","Splines: opening the (black) box…","November 4, 2010","arthur charpentier",2010,4,"November",11,"2010-11-4",2010-11-04
"11160","CrossValidated launched!","November 4, 2010","Rob J Hyndman",2010,4,"November",11,"2010-11-4",2010-11-04
"11161","Dress your R code for the Web with Pretty R","November 4, 2010","David Smith",2010,4,"November",11,"2010-11-4",2010-11-04
"11162","R is Hot: Part 5","November 4, 2010","David Smith",2010,4,"November",11,"2010-11-4",2010-11-04
"11163","The dead of Juarez","November 4, 2010","Diego Valle-Jones",2010,4,"November",11,"2010-11-4",2010-11-04
"11165","The Answer Depends on the Question","November 3, 2010","John Myles White",2010,3,"November",11,"2010-11-3",2010-11-03
"11166","iPhone App Store Acceptance Time / Download Results","November 3, 2010","C",2010,3,"November",11,"2010-11-3",2010-11-03
"11168","RMongo: Accessing MongoDB in R","November 3, 2010","tommy",2010,3,"November",11,"2010-11-3",2010-11-03
"11169","Keeping up with election results, with R","November 3, 2010","David Smith",2010,3,"November",11,"2010-11-3",2010-11-03
"11170","My residuals look weird… aren’t they ?","November 3, 2010","arthur charpentier",2010,3,"November",11,"2010-11-3",2010-11-03
"11171","Looping through a set of graphics in odfWeave","November 3, 2010","steve",2010,3,"November",11,"2010-11-3",2010-11-03
"11173","inline 0.3.7","November 3, 2010","Thinking inside the box",2010,3,"November",11,"2010-11-3",2010-11-03
"11174","Rcpp 0.8.8","November 2, 2010","Thinking inside the box",2010,2,"November",11,"2010-11-2",2010-11-02
"11175","Another lottery coincidence","November 2, 2010","David Smith",2010,2,"November",11,"2010-11-2",2010-11-02
"11176","SAS vs Open Source, ctd","November 2, 2010","David Smith",2010,2,"November",11,"2010-11-2",2010-11-02
"11177","Comments on probabilities","November 2, 2010","arthur charpentier",2010,2,"November",11,"2010-11-2",2010-11-02
"11178","Installing rgdal on Mac OS X","November 2, 2010","James",2010,2,"November",11,"2010-11-2",2010-11-02
"11179","Names of villages, in France","November 2, 2010","arthur charpentier",2010,2,"November",11,"2010-11-2",2010-11-02
"11180","intergraph+network: no hacking necessary","November 2, 2010","Michal",2010,2,"November",11,"2010-11-2",2010-11-02
"11181","How to simulate wind speed time series with R","November 2, 2010","procomun",2010,2,"November",11,"2010-11-2",2010-11-02
"11182","ROC – plot","November 1, 2010","kariert",2010,1,"November",11,"2010-11-1",2010-11-01
"11183","Programming with R – Returning Information as a List","November 1, 2010","Ralph",2010,1,"November",11,"2010-11-1",2010-11-01
"11184","Google TechTalk on integrating R","November 1, 2010","David Smith",2010,1,"November",11,"2010-11-1",2010-11-01
"11185","An analysis of the Stackoverflow Beta sites","November 1, 2010","csgillespie",2010,1,"November",11,"2010-11-1",2010-11-01
"11186","Interesting packages of new BioC2.7","November 1, 2010","Xianjun",2010,1,"November",11,"2010-11-1",2010-11-01
"11187","Example 8.12: Bike ride plot, part 1","November 1, 2010","Ken Kleinman",2010,1,"November",11,"2010-11-1",2010-11-01
"11188","ggplot2 change axis labels","November 1, 2010","kariert",2010,1,"November",11,"2010-11-1",2010-11-01
"11189","Modeling sound pressure level of a rifle shot","November 1, 2010","danganothererror",2010,1,"November",11,"2010-11-1",2010-11-01
"11190","Choropleth Maps of Presidential Voting","November 1, 2010","d sparks",2010,1,"November",11,"2010-11-1",2010-11-01
"11191","Forest plots using R and ggplot2","October 31, 2010","Abhijit",2010,31,"October",10,"2010-10-31",2010-10-31
"11192","ABC lectures [finale]","October 31, 2010","xi'an",2010,31,"October",10,"2010-10-31",2010-10-31
"11193","Scatter plot with ggplot2","October 31, 2010","kariert",2010,31,"October",10,"2010-10-31",2010-10-31
"11194","Presenting Immer’s barley data","October 31, 2010","richierocks",2010,31,"October",10,"2010-10-31",2010-10-31
"11195","How to buy a used car with R (part 1)","October 31, 2010","Dan Knoepfle's Blog",2010,31,"October",10,"2010-10-31",2010-10-31
"11196","Errors in Ghcn Inventories","October 30, 2010","Steven Mosher",2010,30,"October",10,"2010-10-30",2010-10-30
"11197","How to Start Using (pgf)Sweave in LyX in One Minute","October 30, 2010","Yihui Xie",2010,30,"October",10,"2010-10-30",2010-10-30
"11198","A question from the R list","October 30, 2010","Steven Mosher",2010,30,"October",10,"2010-10-30",2010-10-30
"11199","Findings increasingly novel, scientists say…","October 29, 2010","nsaunders",2010,29,"October",10,"2010-10-29",2010-10-29
"11200","Could someone please set this as the new R default in base graphics?","October 29, 2010","Andrew Gelman",2010,29,"October",10,"2010-10-29",2010-10-29
"11201","The stimulus, mapped","October 29, 2010","David Smith",2010,29,"October",10,"2010-10-29",2010-10-29
"11202","Because it’s Friday: Werner Heisenberg at a traffic stop","October 29, 2010","David Smith",2010,29,"October",10,"2010-10-29",2010-10-29
"11203","SAS vs Open Source","October 29, 2010","David Smith",2010,29,"October",10,"2010-10-29",2010-10-29
"11204","What I’ve been up to..","October 29, 2010","Murray Stokely",2010,29,"October",10,"2010-10-29",2010-10-29
"11205","World Economic Forum Data Visualization Challenge","October 28, 2010","Andrew Gelman",2010,28,"October",10,"2010-10-28",2010-10-28
"11206","Adapting graphs for presentations","October 28, 2010","richierocks",2010,28,"October",10,"2010-10-28",2010-10-28
"11207","Integrating R with C++: Rcpp, RInside, and RProtobuf","October 28, 2010","Ellen Ko",2010,28,"October",10,"2010-10-28",2010-10-28
"11209","Google tech talk / Rcpp, … presentation on youtube","October 28, 2010","romain francois",2010,28,"October",10,"2010-10-28",2010-10-28
"11210","Revolution Analytics’ Chief Scientist","October 28, 2010","David Smith",2010,28,"October",10,"2010-10-28",2010-10-28
"11211","R is Hot: Part 4","October 28, 2010","David Smith",2010,28,"October",10,"2010-10-28",2010-10-28
"11212","Lattice vs. ggplot2","October 28, 2010","Shige",2010,28,"October",10,"2010-10-28",2010-10-28
"11214","Random generators for parallel processing","October 28, 2010","xi'an",2010,28,"October",10,"2010-10-28",2010-10-28
"11215","Google Tech Talk on Integrating R and C++: video and slides","October 27, 2010","Thinking inside the box",2010,27,"October",10,"2010-10-27",2010-10-27
"11216","R Cookbook","October 27, 2010","David Smith",2010,27,"October",10,"2010-10-27",2010-10-27
"11217","InfoWorld: R a programming language ""on the rise""","October 27, 2010","David Smith",2010,27,"October",10,"2010-10-27",2010-10-27
"11218","A million ? what are the odds…","October 27, 2010","arthur charpentier",2010,27,"October",10,"2010-10-27",2010-10-27
"11219","R references for handling Big data","October 27, 2010","Larry D'Agostino",2010,27,"October",10,"2010-10-27",2010-10-27
"11221","Where People Share Links About NYC","October 27, 2010","Drew Conway",2010,27,"October",10,"2010-10-27",2010-10-27
"11222","A use for tables (really)","October 27, 2010","Andrew Gelman",2010,27,"October",10,"2010-10-27",2010-10-27
"11223","Bayesian Model Averaging (BMA) with uncertain Spatial Effects","October 27, 2010","BMS Add-ons » BMS Add-ons",2010,27,"October",10,"2010-10-27",2010-10-27
"11224","The class of Donald Bradman","October 26, 2010","prasoonsharma",2010,26,"October",10,"2010-10-26",2010-10-26
"11226","Handling Large Datasets in R","October 26, 2010","Quantitative Finance Collector",2010,26,"October",10,"2010-10-26",2010-10-26
"11227","DEADLINE EXTENDED — CFP: Special Issue in JSS for ""Magnetic Resonance Imaging in R""","October 26, 2010","Brandon Whitcher",2010,26,"October",10,"2010-10-26",2010-10-26
"11229","R nominated for best open-source project in New Zealand","October 26, 2010","David Smith",2010,26,"October",10,"2010-10-26",2010-10-26
"11230","September Anomaly Trends Show Global Warming Continues: Update 1","October 26, 2010","Kelly",2010,26,"October",10,"2010-10-26",2010-10-26
"11231","Example 8.11: violin plots","October 26, 2010","Nick Horton",2010,26,"October",10,"2010-10-26",2010-10-26
"11232","Upcoming R courses from Statistics.com","October 26, 2010","David Smith",2010,26,"October",10,"2010-10-26",2010-10-26
"11233","Different results from different software","October 26, 2010","Rob J Hyndman",2010,26,"October",10,"2010-10-26",2010-10-26
"11234","R User Groups 2010-10-25 21:14:50","October 25, 2010","Szilard",2010,25,"October",10,"2010-10-25",2010-10-25
"11235","Algorithmic Trading with IBrokers","October 25, 2010","Joshua Ulrich",2010,25,"October",10,"2010-10-25",2010-10-25
"11236","The language of Statistics","October 25, 2010","David Smith",2010,25,"October",10,"2010-10-25",2010-10-25
"11237","R API to Interactive Brokers Trader Workstation","October 25, 2010","Quantitative Finance Collector",2010,25,"October",10,"2010-10-25",2010-10-25
"11238","Parametric Bootstrap Power Analysis of GISS Temp Data","October 24, 2010","apeescape",2010,24,"October",10,"2010-10-24",2010-10-24
"11239","Accessing R from Python using RPy2","October 24, 2010","Ryan",2010,24,"October",10,"2010-10-24",2010-10-24
"11240","Programming with R – Checking Function Arguments","October 24, 2010","Ralph",2010,24,"October",10,"2010-10-24",2010-10-24
"11241","Generate your own Risk Characterization Theatre","October 24, 2010","Stubborn Mule",2010,24,"October",10,"2010-10-24",2010-10-24
"11242","Grabbing Tables in Webpages Using the XML Package","October 24, 2010","Yihui Xie",2010,24,"October",10,"2010-10-24",2010-10-24
"11243","how to speak ggplot2 like a native, and Predictive Analytics World","October 24, 2010","Harlan",2010,24,"October",10,"2010-10-24",2010-10-24
"11244","Le Monde puzzle [42]","October 24, 2010","xi'an",2010,24,"October",10,"2010-10-24",2010-10-24
"11245","Reader suggestions on alternative ways to create combination dotplot/boxplot","October 24, 2010","Nick Horton",2010,24,"October",10,"2010-10-24",2010-10-24
"11246","R GUI now offers interactive graphics – Deducer 0.4-2 connects with iplots","October 24, 2010","Tal Galili",2010,24,"October",10,"2010-10-24",2010-10-24
"11247","Aquamacs customizations (auctex, ESS)","October 23, 2010","jackman",2010,23,"October",10,"2010-10-23",2010-10-23
"11248","R & Rapidminer tutorial","October 23, 2010","a Physicist",2010,23,"October",10,"2010-10-23",2010-10-23
"11250","Google slides","October 22, 2010","romain francois",2010,22,"October",10,"2010-10-22",2010-10-22
"11251","Bayesian Diabetes Projections by CDC","October 22, 2010","Matt Shotwell",2010,22,"October",10,"2010-10-22",2010-10-22
"11252","Help! My model fits too well!","October 22, 2010","Tony",2010,22,"October",10,"2010-10-22",2010-10-22
"11253","Because it’s Friday: Arthur C Clarke predicts the present","October 22, 2010","David Smith",2010,22,"October",10,"2010-10-22",2010-10-22
"11254","Incremental improvements to Nightlights mapping thanks to R-Bloggers","October 22, 2010","Jeffrey Breen",2010,22,"October",10,"2010-10-22",2010-10-22
"11255","A workflow for R","October 22, 2010","David Smith",2010,22,"October",10,"2010-10-22",2010-10-22
"11256","Creating even NICER, publishable, embeddable plots using tikzDevice in R for use with LaTeX","October 22, 2010","Vinh Nguyen",2010,22,"October",10,"2010-10-22",2010-10-22
"11257","For a wider use of R","October 22, 2010","Shige",2010,22,"October",10,"2010-10-22",2010-10-22
"11259","How to avoid annoying a referee","October 22, 2010","Rob J Hyndman",2010,22,"October",10,"2010-10-22",2010-10-22
"11260","abc","October 21, 2010","xi'an",2010,21,"October",10,"2010-10-21",2010-10-21
"11261","Promising R Packages","October 21, 2010","John Myles White",2010,21,"October",10,"2010-10-21",2010-10-21
"11262","vecLib: Why Mac users are better off with Open Source R","October 21, 2010","Jeffrey Breen",2010,21,"October",10,"2010-10-21",2010-10-21
"11263","R is Hot: Part 3","October 21, 2010","David Smith",2010,21,"October",10,"2010-10-21",2010-10-21
"11264","Chicago R Meetup slides","October 21, 2010","romain francois",2010,21,"October",10,"2010-10-21",2010-10-21
"11265","Ricky Ponting and Sachin Tendulkar","October 21, 2010","prasoonsharma",2010,21,"October",10,"2010-10-21",2010-10-21
"11267","What’s that 5km from the station “location”","October 21, 2010","Steven Mosher",2010,21,"October",10,"2010-10-21",2010-10-21
"11268","Finding presence data for species distribution modelling (SDM)","October 20, 2010","kariert",2010,20,"October",10,"2010-10-20",2010-10-20
"11269","Installing rJava on Ubuntu","October 20, 2010","kariert",2010,20,"October",10,"2010-10-20",2010-10-20
"11270","The ""tikzDevice"" package","October 20, 2010","Shige",2010,20,"October",10,"2010-10-20",2010-10-20
"11272","The 2009 homicide data for Chihuahua has been updated","October 20, 2010","Diego Valle-Jones",2010,20,"October",10,"2010-10-20",2010-10-20
"11274","R Links for the Beginner on World Statistics Day","October 20, 2010","Larry D'Agostino",2010,20,"October",10,"2010-10-20",2010-10-20
"11276","Hold on to your hats: it’s World Statistics Day!","October 20, 2010","David Smith",2010,20,"October",10,"2010-10-20",2010-10-20
"11277","Trading secrets","October 20, 2010","richierocks",2010,20,"October",10,"2010-10-20",2010-10-20
"11278","Programming with R – Function Basics","October 20, 2010","Ralph",2010,20,"October",10,"2010-10-20",2010-10-20
"11279","Central Limit Theorem
A nice illustration of the Central Limit…","October 20, 2010","Isomorphismes",2010,20,"October",10,"2010-10-20",2010-10-20
"11280","upgrade R – F77 cause compilation error","October 20, 2010","ygc",2010,20,"October",10,"2010-10-20",2010-10-20
"11282","Transactions, and Pondering their Use in Casinos","October 20, 2010","Ryan",2010,20,"October",10,"2010-10-20",2010-10-20
"11283","Monitoring Productivity Experiment","October 20, 2010","al3xandr3",2010,20,"October",10,"2010-10-20",2010-10-20
"11284","Coincidence in lotteries","October 19, 2010","xi'an",2010,19,"October",10,"2010-10-19",2010-10-19
"11285","Happy World Statistics Day!","October 19, 2010","Rob J Hyndman",2010,19,"October",10,"2010-10-19",2010-10-19
"11286","Example 8.10: Combination dotplot/boxplot (teaching graphic in honor of World Statistics Day)","October 19, 2010","Nick Horton",2010,19,"October",10,"2010-10-19",2010-10-19
"11287","EM and Regression Mixture Modeling","October 19, 2010","John Myles White",2010,19,"October",10,"2010-10-19",2010-10-19
"11288","Introduction to statistical finance with R","October 19, 2010","Ryan",2010,19,"October",10,"2010-10-19",2010-10-19
"11289","Adap’skiii program","October 19, 2010","xi'an",2010,19,"October",10,"2010-10-19",2010-10-19
"11290","An Old Wives Tale from the 2000 Census","October 19, 2010","David Smith",2010,19,"October",10,"2010-10-19",2010-10-19
"11291","Fast matrix inversion","October 19, 2010","Todos Logos",2010,19,"October",10,"2010-10-19",2010-10-19
"11293","Middlesboro Kentucky: Pitch Black?","October 19, 2010","Steven Mosher",2010,19,"October",10,"2010-10-19",2010-10-19
"11294","Listing gene IDs from hyperGTest","October 19, 2010","ygc",2010,19,"October",10,"2010-10-19",2010-10-19
"11296","Sunbelt workshop on SNA in R","October 19, 2010","Michal",2010,19,"October",10,"2010-10-19",2010-10-19
"11297","Ideas for World Statistics Day","October 19, 2010","Pat",2010,19,"October",10,"2010-10-19",2010-10-19
"11298","NppToR 2.5.0","October 18, 2010","andrew",2010,18,"October",10,"2010-10-18",2010-10-18
"11299","Hadley on a Postage Stamp?","October 18, 2010","C",2010,18,"October",10,"2010-10-18",2010-10-18
"11301","K-Means Redistricting","October 18, 2010","d sparks",2010,18,"October",10,"2010-10-18",2010-10-18
"11302","RProtoBuf 0.2.1","October 18, 2010","Thinking inside the box",2010,18,"October",10,"2010-10-18",2010-10-18
"11303","More Graphics with Google earth","October 18, 2010","Steven Mosher",2010,18,"October",10,"2010-10-18",2010-10-18
"11304","Cramer’s Stock Pick Recommendations Analyzed (Part II)","October 18, 2010","C",2010,18,"October",10,"2010-10-18",2010-10-18
"11306","The curious case of Oct-Jan NG spreads","October 18, 2010","Lloyd Spencer",2010,18,"October",10,"2010-10-18",2010-10-18
"11307","Checking Do-It-Yourself Climate Science","October 18, 2010","Kelly",2010,18,"October",10,"2010-10-18",2010-10-18
"11308","Winners of 2010 ggplot2 case study competition","October 18, 2010","David Smith",2010,18,"October",10,"2010-10-18",2010-10-18
"11309","New Housedata release with October 2010 filings.","October 18, 2010","jjh",2010,18,"October",10,"2010-10-18",2010-10-18
"11310","Welcome Rumpel!","October 18, 2010","Martin Scharm",2010,18,"October",10,"2010-10-18",2010-10-18
"11311","The BMS Add-ons Section","October 18, 2010","BMS Add-ons » BMS Add-ons",2010,18,"October",10,"2010-10-18",2010-10-18
"11312","Fast matrix multiplication in R: Strassen’s algorithm","October 18, 2010","Todos Logos",2010,18,"October",10,"2010-10-18",2010-10-18
"11314","American TV does cointegration","October 18, 2010","Pat",2010,18,"October",10,"2010-10-18",2010-10-18
"11315","Giss Nightlights Replicated","October 18, 2010","Steven Mosher",2010,18,"October",10,"2010-10-18",2010-10-18
"11316","On the Gory Loops in R","October 17, 2010","Yihui Xie",2010,17,"October",10,"2010-10-17",2010-10-17
"11317","Getting arm and lme4 running on the Mac","October 17, 2010","Andrew Gelman",2010,17,"October",10,"2010-10-17",2010-10-17
"11318","Generating graphs of retweets and @-messages on Twitter using R and Gephi","October 17, 2010","cornelius",2010,17,"October",10,"2010-10-17",2010-10-17
"11319","Le Monde puzzle [41]","October 17, 2010","xi'an",2010,17,"October",10,"2010-10-17",2010-10-17
"11320","R-bloggers for other languages – wanna join?","October 17, 2010","Tal Galili",2010,17,"October",10,"2010-10-17",2010-10-17
"11321","RPostgreSQL 0.1-7","October 17, 2010","Thinking inside the box",2010,17,"October",10,"2010-10-17",2010-10-17
"11322","Boundary conditions Dominate","October 16, 2010","Steven Mosher",2010,16,"October",10,"2010-10-16",2010-10-16
"11323","2010 ggplot2 Case Study Competition Winners","October 16, 2010","C",2010,16,"October",10,"2010-10-16",2010-10-16
"11325","Accuracy in Inventories and Nightlights Part II","October 16, 2010","Steven Mosher",2010,16,"October",10,"2010-10-16",2010-10-16
"11326","Benoît B Mandelbrot, 1924-2010","October 16, 2010","David Smith",2010,16,"October",10,"2010-10-16",2010-10-16
"11327","Cramer’s Stock Pick Recommendations Analyzed","October 16, 2010","C",2010,16,"October",10,"2010-10-16",2010-10-16
"11329","RcppArmadillo 0.2.8","October 16, 2010","Thinking inside the box",2010,16,"October",10,"2010-10-16",2010-10-16
"11330","Mandelbrot and Akaike:  from taxonomy to smooth runways (pioneering work in fractals and self-similarity)","October 16, 2010","Andrew Gelman",2010,16,"October",10,"2010-10-16",2010-10-16
"11331","Benoit Mandelbrot (the Father of Fractals) dead at 85","October 16, 2010","C",2010,16,"October",10,"2010-10-16",2010-10-16
"11333","Busting gay stereotypes with data","October 15, 2010","David Smith",2010,15,"October",10,"2010-10-15",2010-10-15
"11334","R 2.12.0 released","October 15, 2010","David Smith",2010,15,"October",10,"2010-10-15",2010-10-15
"11335","Are class representatives twice as satisfied?","October 15, 2010","steve",2010,15,"October",10,"2010-10-15",2010-10-15
"11337","Margin of error, and comparing proportions in the same sample","October 15, 2010","arthur charpentier",2010,15,"October",10,"2010-10-15",2010-10-15
"11338","Prediction with Multilevel Regression Models, and Pizza","October 15, 2010","Harlan",2010,15,"October",10,"2010-10-15",2010-10-15
"11339","Shravan Vasishth’s Slog (Statistics blog) 2010-10-15 06:47:00","October 15, 2010","Shravan Vasishth",2010,15,"October",10,"2010-10-15",2010-10-15
"11341","R 2.12.0 is released!","October 15, 2010","Paolo Sonego",2010,15,"October",10,"2010-10-15",2010-10-15
"11343","Rcpp 0.8.7","October 15, 2010","Thinking inside the box",2010,15,"October",10,"2010-10-15",2010-10-15
"11344","Nightlights: First Principles","October 15, 2010","Steven Mosher",2010,15,"October",10,"2010-10-15",2010-10-15
"11345","The S3 OOP system","October 15, 2010","ygc",2010,15,"October",10,"2010-10-15",2010-10-15
"11347","Nightlights: cool data, bad geocoding","October 14, 2010","Jeffrey Breen",2010,14,"October",10,"2010-10-14",2010-10-14
"11348","Which parents are satisfied with their child’s education? Those who know their class representative well. Especially in poor schools.","October 14, 2010","steve",2010,14,"October",10,"2010-10-14",2010-10-14
"11350","Liquidity Premium vs Liquidity of Corporate Bonds","October 14, 2010","Quantitative Finance Collector",2010,14,"October",10,"2010-10-14",2010-10-14
"11351","How to build a world-beating predictive model using R","October 14, 2010","Sydney Users of R Forum - SURF",2010,14,"October",10,"2010-10-14",2010-10-14
"11352","Boxplots or raw data graphs?","October 14, 2010","steve",2010,14,"October",10,"2010-10-14",2010-10-14
"11354","R is Hot: Part 2","October 14, 2010","David Smith",2010,14,"October",10,"2010-10-14",2010-10-14
"11355","Postdoc position in computational Bayesian statistics","October 14, 2010","xi'an",2010,14,"October",10,"2010-10-14",2010-10-14
"11356","Kuwait Airport","October 14, 2010","Steven Mosher",2010,14,"October",10,"2010-10-14",2010-10-14
"11357","Nightlights, Contours, and Rgooglemap","October 14, 2010","Steven Mosher",2010,14,"October",10,"2010-10-14",2010-10-14
"11358","R wanted for an intern at Barron’s","October 13, 2010","jackman",2010,13,"October",10,"2010-10-13",2010-10-13
"11359","Impact of Google Instant on paid search","October 13, 2010","David Smith",2010,13,"October",10,"2010-10-13",2010-10-13
"11360","Reassembling logical operations on boolean vectors in Gnu R","October 13, 2010","Martin Scharm",2010,13,"October",10,"2010-10-13",2010-10-13
"11361","Animated plots in R and LaTeX","October 12, 2010","Rob J Hyndman",2010,12,"October",10,"2010-10-12",2010-10-12
"11362","Lists of English Words","October 12, 2010","Ryan",2010,12,"October",10,"2010-10-12",2010-10-12
"11363","RHIPE in the SD Times","October 12, 2010","David Smith",2010,12,"October",10,"2010-10-12",2010-10-12
"11364","In case you missed it: September Roundup","October 12, 2010","David Smith",2010,12,"October",10,"2010-10-12",2010-10-12
"11365","Example 8.9: Contrasts","October 12, 2010","Ken Kleinman",2010,12,"October",10,"2010-10-12",2010-10-12
"11366","Export R data to tex code","October 12, 2010","Martin Scharm",2010,12,"October",10,"2010-10-12",2010-10-12
"11367","ClusterProfiles","October 12, 2010","ygc",2010,12,"October",10,"2010-10-12",2010-10-12
"11369","Chicago Marathon 2010","October 11, 2010","Thinking inside the box",2010,11,"October",10,"2010-10-11",2010-10-11
"11370","Parallel processing of independent Metropolis-Hastings algorithms","October 11, 2010","xi'an",2010,11,"October",10,"2010-10-11",2010-10-11
"11371","The R-Files: Saptarshi Guha","October 11, 2010","David Smith",2010,11,"October",10,"2010-10-11",2010-10-11
"11372","R Tutorial Series: One-Way Omnibus ANOVA","October 11, 2010","John Quick",2010,11,"October",10,"2010-10-11",2010-10-11
"11374","New R User Group in Toronto","October 11, 2010","David Smith",2010,11,"October",10,"2010-10-11",2010-10-11
"11375","How to pick the best cricketer in any format of the game?","October 11, 2010","prasoonsharma",2010,11,"October",10,"2010-10-11",2010-10-11
"11377","WP-CodeBox:  A better R syntax highlighter plugin for WordPress","October 11, 2010","Tal Galili",2010,11,"October",10,"2010-10-11",2010-10-11
"11378","highlight R syntax in wordpress using wp-codebox","October 10, 2010","ygc",2010,10,"October",10,"2010-10-10",2010-10-10
"11380","Nightlights in China","October 10, 2010","Steven Mosher",2010,10,"October",10,"2010-10-10",2010-10-10
"11381","Le Monde puzzle [40]","October 10, 2010","xi'an",2010,10,"October",10,"2010-10-10",2010-10-10
"11382","Data Tools Contest Update","October 10, 2010","johnmyleswhite",2010,10,"October",10,"2010-10-10",2010-10-10
"11383","R Recommendation Contest Launches on Kaggle","October 10, 2010","John Myles White",2010,10,"October",10,"2010-10-10",2010-10-10
"11384","Add an animated R plot to your LaTeX document","October 10, 2010","tanvir",2010,10,"October",10,"2010-10-10",2010-10-10
"11386","dcemriS4 0.34","October 9, 2010","Brandon Whitcher",2010,9,"October",10,"2010-10-9",2010-10-09
"11388","oro.nifti 0.2.1","October 9, 2010","Brandon Whitcher",2010,9,"October",10,"2010-10-9",2010-10-09
"11390","oro.dicom 0.2.7","October 9, 2010","Brandon Whitcher",2010,9,"October",10,"2010-10-9",2010-10-09
"11392","A competition to recommend “relevant” R packages – and the future of R","October 9, 2010","Tal Galili",2010,9,"October",10,"2010-10-9",2010-10-09
"11393","Mapping BioStar users onto the world map","October 9, 2010","Egon Willighagen",2010,9,"October",10,"2010-10-9",2010-10-09
"11394","BioStar users (of the world, unite)","October 9, 2010","nsaunders",2010,9,"October",10,"2010-10-9",2010-10-09
"11395","Nightlights II","October 8, 2010","Steven Mosher",2010,8,"October",10,"2010-10-8",2010-10-08
"11396","Creating structured and flexible models: some open problems","October 8, 2010","VCASMO - drewconway",2010,8,"October",10,"2010-10-8",2010-10-08
"11397","A competition to predict popular R packages","October 8, 2010","David Smith",2010,8,"October",10,"2010-10-8",2010-10-08
"11398","Data mining competition with R","October 8, 2010","Larry D'Agostino",2010,8,"October",10,"2010-10-8",2010-10-08
"11400","Contest for developing an R package recommendation system","October 7, 2010","Andrew Gelman",2010,7,"October",10,"2010-10-7",2010-10-07
"11401","Nightlights","October 7, 2010","Steven Mosher",2010,7,"October",10,"2010-10-7",2010-10-07
"11402","Pre-ordinary meeting","October 7, 2010","xi'an",2010,7,"October",10,"2010-10-7",2010-10-07
"11403","Students in predominantly ethnic minority classes want segregated education very much. The others don’t.","October 7, 2010","steve",2010,7,"October",10,"2010-10-7",2010-10-07
"11405","Studying joint effects in a regression","October 7, 2010","arthur charpentier",2010,7,"October",10,"2010-10-7",2010-10-07
"11406","Build a Recommendation System for R Packages","October 7, 2010","John Myles White",2010,7,"October",10,"2010-10-7",2010-10-07
"11407","Using Data Tools to Find Data Tools, the Yo Dawg of Data Hacking","October 7, 2010","johnmyleswhite",2010,7,"October",10,"2010-10-7",2010-10-07
"11408","R is Hot: Part 1","October 7, 2010","David Smith",2010,7,"October",10,"2010-10-7",2010-10-07
"11409","LondonR Rcpp slides","October 7, 2010","romain francois",2010,7,"October",10,"2010-10-7",2010-10-07
"11410","Science is vital – what we don’t know yet","October 6, 2010","respiratoryclub",2010,6,"October",10,"2010-10-6",2010-10-06
"11411","Creating GUIs in R with gWidgets","October 6, 2010","richierocks",2010,6,"October",10,"2010-10-6",2010-10-06
